,id,screen_name,astroturf,fake_follower,financial,other,overall,self_declared,spammer,english,universal
0,1445923456432943105,MiguelVargasar9,0.4,4.1,4.4,4.2,4.4,2.9,2.5,0.8595061719862279,0.8662905376040458
0,1040110952409194496,AmmarAlzaky,2.0,2.8,0.1,3.6,3.6,1.0,0.5,0.7998362042473794,0.7527121552274618
0,1525305443408662528,NickLightspeed,0.2,5.0,3.2,4.9,5.0,2.3,4.8,1.0,1.0
0,1525304177920032769,DRoyal420,0.2,4.2,3.7,4.1,4.2,1.2,2.9,0.8339181685112829,0.8532920387559139
0,492885563,Eppsyboy13,0.0,0.9,0.0,0.4,0.4,0.0,0.2,0.4479465575931997,0.6415870166679795
0,1525305490988744705,stinkychrisk,0.6,3.9,1.8,3.4,3.9,3.0,3.4,0.8076035454448582,0.8532920387559139
0,1063102229937188864,Cryptoproid,0.4,2.4,0.6,2.3,2.5,0.0,1.6,0.7971612475312038,0.8052444082217497
0,1451635469486338055,CallMeKFCMC,0.4,2.4,0.1,1.4,1.6,0.2,1.0,0.7826357858330618,0.7828265255249504
0,1525280659161464832,CarrollReymer,0.1,4.4,3.2,4.5,4.8,2.4,4.8,0.9158377984126878,0.8992602564775524
0,1525305544038576128,DeepakK91568033,0.1,5.0,2.3,5.0,5.0,2.9,0.4,1.0,1.0
0,433831918,MimieclipseR,0.5,1.6,1.6,4.6,4.6,0.1,0.2,0.8829632678129363,0.8148417533461276
0,1525306220831449089,xu37010840,0.3,4.6,2.7,4.8,4.8,3.2,2.6,0.9158377984126878,0.9338419498718862
0,1525306225902071809,PJ57901422,0.5,4.6,3.0,4.8,4.8,3.5,3.2,0.923535423667034,0.8421031637823202
0,1395857261113724932,Harmetlconilk,0.2,4.7,0.8,3.5,4.7,2.8,4.1,0.8995513244218455,0.9270685798190942
0,211160667,ask4dapo,0.2,1.5,0.1,1.1,1.0,0.1,0.8,0.6915799517497913,0.7733457112766196
0,1324589315742027776,DennisBush12,0.6,3.8,4.2,4.2,4.2,3.1,2.3,0.8339181685112829,0.9338419498718862
0,1525274215741501445,DovaremeD,0.1,4.9,1.6,4.0,4.9,4.1,4.3,0.9307543294922915,0.9338419498718862
0,1304610479600480256,AgenteDoCaos127,0.1,2.8,0.2,3.0,3.0,0.2,1.3,0.7966668301280437,0.7966241294741505
0,1525305244879572992,KennethListowe2,0.1,5.0,2.3,4.9,5.0,3.0,0.2,1.0,1.0
0,950022469619986437,hierro0698,0.4,3.1,2.0,3.3,3.3,0.2,0.6,0.7967206940193189,0.8052176344738626
0,1523252333114966017,AkilliosC,0.2,2.6,1.6,3.4,3.4,1.8,2.3,0.797075908158591,0.8052216892873937
0,4366742357,herrnkindA,0.2,5.0,3.8,4.6,5.0,2.3,1.9,0.9404008012547599,1.0
0,728140886605856768,ai_dick,0.3,4.0,1.0,4.4,4.4,3.4,3.4,0.8457543526336647,0.8474634546636374
0,1488827323222691840,saazeem302,0.3,3.6,3.5,3.8,3.8,3.6,2.2,0.8054784364249085,0.8252572897541253
0,1117957140,NYyankeecat,0.0,1.2,0.1,0.6,0.2,0.0,0.1,0.3342309004634953,0.5982419966968565
0,1525306156771590144,Ramitheabsurd,0.5,4.9,4.1,4.6,4.9,2.2,2.0,0.9307543294922915,1.0
0,2811787604,OpamssRicardo,0.5,2.0,0.2,3.3,3.3,2.4,1.4,0.7967206940193189,0.6608500314332488
0,563397456,cuishishou,0.6,1.0,0.0,4.2,4.2,1.3,0.0,0.8287549877594508,0.37678996390568303
0,1052945610922291200,Ashok71858468,0.2,4.1,2.8,3.1,4.1,0.8,3.0,0.8240917140475522,0.8662905376040458
0,1482226617946501121,Emma00337993,0.4,4.2,3.6,5.0,5.0,2.4,2.3,0.9373635156266058,0.8808312676897403
0,3742761023,cassianokh2,0.3,3.6,1.4,3.6,3.6,0.3,2.5,0.7989890411370751,0.8115094045580712
0,463855987,Djanzzon,0.0,3.0,0.3,2.8,3.0,0.4,2.0,0.7967247202742335,0.8055586579935085
0,1525297335055527936,CeceliaBnambil1,0.0,4.9,1.3,4.7,4.9,3.7,4.9,0.9307543294922915,0.9270685798190942
0,3431736431,JhamesBetancur,0.6,0.8,0.4,2.0,1.2,0.0,0.4,0.7384783166429812,0.4658392474232361
0,3343338732,blairmom3,0.2,2.6,0.1,2.7,1.5,0.4,1.0,0.7759887465100499,0.760577756485164
0,1156725957677527040,John414394677,1.0,0.6,0.2,0.8,0.6,0.3,0.2,0.5288664776112156,0.6608500314332488
0,1525302424872710145,THEtrolex2077,0.4,4.4,3.6,4.1,4.4,2.0,3.6,0.8595061719862279,0.8733944954488508
0,1362902081263304704,artisgideon,0.6,2.9,0.8,2.8,2.9,0.6,2.2,0.7967905786038864,0.8054309326193666
0,1186027425727221760,KristaUpchurch,0.2,5.0,2.8,4.9,5.0,2.9,1.6,1.0,1.0
0,1233600362327621635,GirlPaulie,0.6,2.7,2.3,1.8,2.1,0.4,1.4,0.795728227940139,0.7897432630001835
0,789281584419602432,Darync55,0.2,2.3,1.5,1.7,2.6,0.0,1.0,0.7971665256798767,0.8053787930995948
0,1525305797647175680,PasandalanRm,0.4,5.0,2.4,4.9,5.0,3.3,4.0,0.9373635156266058,0.9338419498718862
0,2195411880,YXURZ,0.0,0.2,0.0,0.4,0.3,0.0,0.2,0.36264564124632276,0.23332432370635456
0,1523675450547257344,An52034416An,0.2,4.0,3.9,4.9,4.9,2.8,0.8,0.9307543294922915,0.9197876419218655
0,4831785072,Alex_schaaf4,0.1,0.8,0.1,0.5,0.8,0.0,0.4,0.6004883262510591,0.6608500314332488
0,19484563,submarineF,0.6,3.2,1.0,2.9,3.2,0.2,2.6,0.796599114745521,0.8051418496928587
0,1502000041577353216,fcukbiden45,0.8,1.0,0.3,0.6,1.6,0.3,0.4,0.7852210697594887,0.7437205366967014
0,1099243197669097472,kaziy0121,0.1,3.8,3.4,4.6,4.6,3.2,2.9,0.8748575042966269,0.8102129289660348
0,1147929146523377665,GandyPeyton,0.2,5.0,2.5,4.6,5.0,3.2,2.8,0.9373635156266058,1.0
0,831929822,AD_short,0.6,0.6,0.2,0.6,0.4,0.0,0.0,0.4479465575931997,0.31739450135566455
0,1525260819457802240,Dyd03713152Dyd,0.1,3.3,4.1,4.9,4.9,2.7,0.9,0.9307543294922915,1.0
0,1500178476766277642,MissieBloodFR,0.2,2.6,0.8,3.2,3.2,0.4,1.6,0.7966368747455678,0.8052746490850863
0,308800763,guspesce,0.4,3.8,1.4,3.1,3.8,0.5,3.4,0.8021481695167405,0.8054092120440788
0,3005858945,serhatsar25,0.4,0.6,0.0,2.4,1.1,0.0,0.1,0.7176911080698488,0.40673978557586005
0,1478401460383612928,Shreyas_098,0.1,5.0,3.7,4.1,5.0,2.3,2.6,0.9373635156266058,0.9270685798190942
0,1409151730881757189,reese_gu,0.0,4.8,1.6,4.7,4.8,3.5,3.6,0.923535423667034,0.9121502174127201
0,1454274590755151876,Echelondispense,0.1,4.0,2.2,3.8,4.0,3.0,3.9,0.812935016236137,0.8421031637823202
0,1478766223903055883,HusseinSenosy,0.3,3.8,1.2,4.6,4.6,3.0,2.4,0.8748575042966269,0.8115094045580712
0,1300085006837014528,sudhans40023028,0.2,0.6,0.5,1.7,1.0,0.6,0.2,0.6915799517497913,0.3469210182245441
0,1525306349621350401,MinhTri46745773,0.7,4.1,3.2,4.0,4.1,3.4,3.2,0.816204310368583,0.8885263643630983
0,932241603833470976,sarahhhjeannnn,0.2,2.6,1.3,1.8,2.6,0.0,2.6,0.7971665256798767,0.8050029368890766
0,1367817227626504192,18_pe81411318,0.8,2.7,1.4,4.6,4.6,3.9,1.2,0.8748575042966269,0.8662905376040458
0,1334591523904741378,EdwinMo04681102,0.2,4.3,0.9,4.8,4.8,3.6,2.8,0.9077975241648624,0.8252572897541253
0,1074308503542493185,BigBagQue,0.4,0.2,0.0,0.6,0.0,0.0,0.4,0.0,0.7089830786080018
0,2958860488,duma1_siyabonga,0.9,3.4,1.8,2.8,3.4,2.7,2.3,0.7968624754031172,0.8169336709169681
0,1513336986,AlaAdordas,0.0,4.8,1.6,4.3,4.8,2.9,2.8,0.9158377984126878,0.9197876419218655
0,1525306123460517890,JoeyConfrey221,0.4,3.4,3.2,4.6,4.6,2.2,2.4,0.8748575042966269,0.8662905376040458
0,778483771700023296,Tmglobal_1,0.4,0.3,0.0,1.2,0.3,0.0,0.4,0.36264564124632276,0.0
0,3123800275,Jooyue,0.2,3.3,3.4,4.9,4.9,3.8,2.0,0.9307543294922915,0.8808312676897403
0,1312146975559737345,ContantinoDias,0.6,3.6,1.4,3.2,3.6,3.2,2.8,0.7998362042473794,0.8102129289660348
0,1095386578078162944,PallabHazarik20,0.4,0.6,0.8,2.7,1.3,0.0,0.0,0.7546218700467833,0.7219510972984345
0,1523040291925676032,Lemonari_024,0.2,4.6,1.5,3.4,4.6,3.4,3.2,0.8912318555080615,0.9338419498718862
0,1525305621548961792,Satya_raj05,0.2,4.6,2.8,4.8,4.8,3.0,1.0,0.9077975241648624,1.0
0,601955660,XIvetteRam,0.4,3.9,1.2,4.4,4.4,2.0,2.8,0.8595061719862279,0.8169336709169681
0,22323328,Iantastic,0.0,1.7,0.0,0.0,0.8,0.0,0.6,0.6004883262510591,0.6784864269642225
0,163987612,Pretoriano1234,0.7,0.8,0.1,2.2,1.2,0.6,0.6,0.7384783166429812,0.5222398722127631
0,2556862418,moisescardoso83,0.2,4.6,2.8,4.6,4.6,3.2,3.5,0.8829632678129363,0.8532920387559139
0,1135807167003414528,Raja79890255,0.3,4.8,3.7,4.6,4.8,3.3,2.2,0.9077975241648624,1.0
0,909313265825484800,JandialRajesh,0.8,0.6,0.8,2.2,1.5,0.1,0.5,0.7759887465100499,0.40673978557586005
0,536278238,acorn003,0.0,1.2,0.5,0.2,0.7,0.0,0.4,0.5778862084370772,0.7865642668428161
0,1525305046757408768,LAcosts456,0.4,4.2,2.8,4.0,4.2,3.0,2.8,0.8287549877594508,0.8885263643630983
0,1297092498636984320,belieberbwoy,0.6,0.9,0.0,1.2,1.2,0.0,0.4,0.7470839770895665,0.792436790569533
0,1525305446461911040,RajeevOJha007,0.2,4.6,3.0,4.8,4.8,3.0,1.9,0.9077975241648624,1.0
0,1525201181080813568,John1Cook1,0.5,4.0,4.0,4.6,4.6,3.0,2.3,0.8912318555080615,0.8963872382550993
0,1503886814209314819,Dianadxxx,0.6,4.0,2.8,3.3,4.1,3.8,4.1,0.8199148539199458,0.8532920387559139
0,1318642555354046465,AnampaAlejandro,0.4,1.4,0.8,2.2,2.3,0.4,0.8,0.796828494732411,0.6207049850511144
0,1422163574034616323,pettsup,0.0,3.2,0.2,3.8,3.8,3.3,3.8,0.8054784364249085,0.8327856038833207
0,1519562509086498816,vikaskattimani8,0.1,4.8,3.2,5.0,5.0,3.4,3.0,1.0,0.9197876419218655
0,1359280920071651328,Brannnn444,0.4,1.2,0.0,0.7,1.4,0.1,0.5,0.7668769621923945,0.7828265255249504
0,1524899776562712590,KmitsuNoYaiba,0.5,4.0,1.4,2.9,4.0,2.5,2.5,0.812935016236137,0.8421031637823202
0,1520228193164275715,Ministr50900118,0.6,3.0,1.3,3.1,3.1,1.6,2.0,0.796622208632847,0.8054092120440788
0,898804208345858048,imdpnaik,0.1,2.1,0.0,2.4,1.6,0.6,0.4,0.7826357858330618,0.7828265255249504
0,1525306071098839040,ckdskd0o3ksdkcd,0.2,4.9,3.8,2.9,4.9,2.8,2.2,0.9307543294922915,1.0
0,1525151474443243520,Shahidk79483092,0.6,2.9,2.4,3.8,3.8,1.0,1.8,0.8021481695167405,0.8193478253485871
0,1525305413729587200,Kerax522128482,0.2,4.6,3.3,5.0,5.0,3.0,1.4,0.9373635156266058,0.9197876419218655
0,1469664131527573507,Thawngs512,0.4,4.6,2.8,3.4,4.6,1.2,2.2,0.8748575042966269,0.8963872382550993
0,279992937,asrebelangel,0.0,1.4,0.4,0.8,0.6,0.0,0.6,0.5539725719744064,0.6207049850511144
0,721183203256639493,sujithaarun,0.8,3.6,2.2,3.2,3.6,2.0,1.7,0.7998362042473794,0.8532920387559139
0,1525305080324493312,kromo6969,0.7,3.4,1.6,2.3,3.4,2.4,2.2,0.797075908158591,0.8372129323854712
0,1393591530909282308,metsrangers11,2.2,0.8,0.0,1.9,1.4,0.1,0.2,0.7717813288270262,0.8006881983123656
0,1525305371921125377,Sumitsingh679,0.5,3.7,1.6,3.6,3.8,3.8,2.3,0.8054784364249085,0.8733944954488508
0,1587357020,Young_Blaise,0.4,2.8,0.0,0.6,0.4,0.0,0.8,0.4479465575931997,0.6207049850511144
0,1328755962191101953,pranavsinghR2,0.5,1.2,0.9,3.1,1.8,0.0,0.2,0.7907586934369296,0.7219510972984345
0,1525305416850079744,Sangka_Kala99,0.2,5.0,3.9,2.7,5.0,2.9,4.4,0.9373635156266058,1.0
0,1525305070526545920,heidiimurad,0.2,4.5,1.6,5.0,5.0,3.7,2.2,0.9373635156266058,0.869206037072657
0,1525304960757661696,KenjiTa004,0.2,4.6,3.2,4.4,4.6,1.2,2.9,0.8748575042966269,0.9270685798190942
0,774053822251565056,Tfroker,0.4,4.8,1.8,3.6,4.8,1.7,3.1,0.9077975241648624,0.8733944954488508
0,835737466527174656,harismobile740,1.2,2.0,0.7,4.2,4.2,0.7,0.4,0.8287549877594508,0.7828265255249504
0,1525304716128829441,AliIsharib,0.2,4.9,2.9,4.9,4.9,3.0,2.0,0.9307543294922915,0.9197876419218655
0,1520119858326761472,buhnneie,0.5,2.9,3.8,4.2,4.2,3.2,2.6,0.8339181685112829,0.8169336709169681
0,1484876697636061185,utan440,0.2,4.6,2.3,4.0,4.6,2.0,2.8,0.8829632678129363,0.9270685798190942
0,176097589,jasonszep,0.8,0.6,0.1,1.6,1.7,0.0,0.1,0.7874002196908744,0.37678996390568303
0,1460856027469934594,RohitYa10411655,0.2,4.4,0.4,4.5,4.5,3.6,2.8,0.8670116134145492,0.859576255252869
0,1525269547967987714,ADHD93447943,0.1,5.0,2.3,5.0,5.0,2.9,0.2,1.0,1.0
0,120679131,ChristinaIsom,0.1,0.7,0.6,0.6,0.6,0.0,0.2,0.5027122940873614,0.6784864269642225
0,1177811994,Achepella,0.0,1.0,0.1,0.3,1.2,0.0,1.2,0.7470839770895665,0.7966241294741505
0,243813093,BillsMcNills,0.3,4.1,1.0,3.4,4.1,2.3,3.0,0.8199148539199458,0.8288069415530707
0,3331702155,brockadamway,0.0,2.0,0.2,0.6,0.7,0.0,0.2,0.5778862084370772,0.7089830786080018
0,1085324257427640321,elijahjv4,0.0,2.0,0.2,1.3,1.8,0.0,1.2,0.7892294694438972,0.799570188835745
0,1308361356572151809,theprettybria,0.3,0.2,1.0,0.6,1.2,0.2,0.0,0.7287106185584935,0.7089830786080018
0,1525305862960586757,RobertD59988575,0.4,4.9,4.6,3.2,4.9,2.0,0.8,0.9341430225241839,1.0
0,1335925727695314953,bhargavi____,0.4,1.8,1.4,1.8,2.4,0.3,0.8,0.7971250161607958,0.760577756485164
0,814988817941876741,Jale500749471,0.8,3.2,0.6,1.9,3.2,0.4,2.6,0.7965971518887632,0.8053088638387352
0,1525304969888514050,__Bapu,0.2,5.0,2.9,4.7,5.0,2.8,2.2,0.9373635156266058,0.9197876419218655
0,1525303993773309952,EddyDelight,0.4,4.2,3.0,4.0,4.2,1.9,2.7,0.8287549877594508,0.82211302959919
0,392301184,taylorazevedo,0.4,0.3,0.5,0.7,0.4,0.0,0.1,0.4479465575931997,0.6207049850511144
0,1423702114182729730,NeerajS90760717,0.1,5.0,2.3,5.0,5.0,3.1,1.6,1.0,1.0
0,1437165581929615360,DerekRa60034655,0.2,4.6,2.8,4.6,4.6,3.2,3.2,0.8829632678129363,0.9270685798190942
0,1525305015551795200,LOVEBROKE5,0.2,4.9,3.9,4.8,4.9,2.7,2.3,0.9307543294922915,0.9197876419218655
0,1525305489772449793,Kelly07Leon,0.4,4.8,4.4,3.0,4.8,2.3,4.6,0.9158377984126878,1.0
0,1470061668902203399,KudusVikos,0.1,4.2,3.8,5.0,5.0,2.9,0.3,0.9373635156266058,1.0
0,1525305631254663173,bdallhm53384656,0.2,4.6,2.2,4.8,4.8,3.0,1.2,0.923535423667034,0.9197876419218655
0,1525305476128182273,schultz8sx,0.2,5.0,3.8,2.8,5.0,2.7,4.1,1.0,1.0
0,1430975354315829248,KeniniNews,0.2,1.9,0.4,3.5,3.5,0.0,0.7,0.797782173166965,0.7897432630001835
0,1267081788,kvassss,0.1,1.2,0.0,0.6,0.3,0.1,0.0,0.36264564124632276,0.40673978557586005
0,1451797655395479558,wadooda32057425,0.6,4.6,2.8,4.2,4.6,1.6,3.6,0.8829632678129363,0.8963872382550993
0,1525305235497005056,ZDracton,0.0,4.6,1.0,4.4,4.6,3.7,3.7,0.8829632678129363,0.9270685798190942
0,922520524206592000,erdl_krblt7,0.0,4.5,2.0,4.1,4.5,0.6,3.2,0.8670116134145492,0.859576255252869
0,262141937,Fmoreyraa,0.2,4.3,1.3,4.1,4.3,3.4,3.4,0.8395863545645614,0.8532920387559139
0,1524667411726622721,SarahTarantino6,0.2,4.3,3.5,4.6,4.6,2.8,2.2,0.8829632678129363,0.8762095843876878
0,3303289387,mhamadkzx,0.0,4.1,0.8,3.1,4.1,0.2,3.1,0.816204310368583,0.8372129323854712
0,1525305355386949632,proxzi_tv,0.2,4.9,1.8,4.8,4.9,3.4,3.0,0.9307543294922915,0.8885263643630983
0,770267609233235969,HumaniQue_,0.0,1.0,0.0,0.3,1.2,0.0,0.6,0.7384783166429812,0.8035432096295109
0,1446290451888320520,ILunaMoth,0.1,1.8,0.6,2.1,2.2,0.0,0.6,0.7964100716330078,0.7674214324358889
0,1525294057488252928,ChudamaniKaush4,0.1,5.0,2.3,5.0,5.0,2.9,0.4,1.0,1.0
0,1355811563609993222,NishimuraSenko,0.5,1.8,1.0,4.0,4.0,0.5,0.7,0.812935016236137,0.7674214324358889
0,1525305567866081282,NguynTa96728548,0.2,3.9,3.2,5.0,5.0,3.4,1.6,1.0,0.8733944954488508
0,1465691493109141506,Fahaddex123,0.1,1.5,0.1,0.7,1.4,1.0,1.2,0.7717813288270262,0.792436790569533
0,992485775940956160,TheeJimmyWood,2.4,0.6,0.5,1.7,1.0,0.0,0.1,0.6915799517497913,0.49449072748283696
0,923236841825779712,call_me_pk,1.2,2.0,1.7,3.2,3.2,0.0,0.0,0.796599114745521,0.8052444082217497
0,538701750,dougouillette,0.5,0.5,0.2,0.8,0.2,0.0,0.2,0.2787259978325127,0.43650814830094437
0,1404784596428992512,MmtLuiza,3.0,1.5,0.0,2.9,1.9,0.0,0.3,0.793087009461318,0.8055586579935085
0,966581550874640384,BrennanKhor,0.3,4.2,1.2,3.3,4.2,1.6,2.5,0.8339181685112829,0.9121502174127201
0,2560052088,Myleyjean,0.4,2.0,0.6,2.9,2.9,2.4,1.4,0.7968599400514179,0.8082278383974655
0,15820083,orhandincer,0.2,0.8,0.4,1.7,1.2,0.0,0.6,0.7384783166429812,0.5742686032713971
0,1330111927297708032,DaniellaDomyn,2.2,1.4,0.0,2.9,1.8,0.0,0.2,0.7892294694438972,0.7527121552274618
0,1319336737672470530,DonLapyte,0.0,3.8,0.7,2.8,3.8,0.0,1.4,0.8021481695167405,0.813043153461001
0,1525057551783428098,Candra_adie_w,0.1,4.9,1.5,4.8,4.9,3.0,1.4,0.9307543294922915,1.0
0,1445176393696956420,hvT3TrfciSfezTy,0.1,4.0,1.4,4.8,4.8,3.8,2.7,0.9077975241648624,0.82211302959919
0,1373121690562134018,AmyCowles5,0.2,4.9,3.8,4.1,4.9,2.6,1.3,0.9272130697803054,1.0
0,24752493,LMwriter1,0.8,0.6,0.2,1.4,0.3,0.0,0.2,0.36264564124632276,0.5488888157824968
0,1525296232066736129,sweetne90452048,0.5,3.6,4.6,4.5,4.6,2.8,1.4,0.8748575042966269,0.859576255252869
0,48027483,TheRamenQueen,0.3,0.2,0.0,0.6,0.2,0.0,0.0,0.3342309004634953,0.28846389695411967
0,920614356383031296,Muhamme32855124,0.2,4.8,4.4,4.8,4.8,2.8,1.2,0.923535423667034,1.0
0,907826219005161472,MusiKalMani,0.7,0.0,0.0,1.0,0.3,0.0,0.1,0.36264564124632276,0.40673978557586005
0,1525305242476326912,JohAnasanche17,0.3,3.2,3.2,3.5,3.7,2.0,3.7,0.8008799175144752,0.8068955728616037
0,1394534780746625025,kevans93091,0.5,4.6,2.8,3.7,4.6,2.5,1.8,0.8748575042966269,0.8662905376040458
0,1525305711151808513,tft31089120,0.4,4.8,2.7,5.0,5.0,3.1,1.6,1.0,0.8532920387559139
0,4308749114,sivajisivaji757,0.6,3.2,0.9,4.0,4.0,2.6,2.2,0.8100783815308749,0.801617083559931
0,1525304448498577408,ZoeDaadaW,0.0,4.8,2.4,5.0,5.0,3.4,2.3,0.9373635156266058,0.8770755130328993
0,758113381614182401,BrennaSiebold1,0.7,1.0,0.0,0.8,0.6,0.1,0.3,0.5288664776112156,0.5982419966968565
0,1318869768540164098,KoogannKangaroo,0.4,2.5,0.1,1.2,1.2,0.2,0.8,0.7287106185584935,0.6784864269642225
0,3435037133,ZirongFeng,0.0,4.8,1.6,3.6,4.8,3.8,3.8,0.923535423667034,1.0
0,1522357916011057152,616Vhypnotic,0.4,4.0,3.8,4.8,4.8,3.0,2.0,0.9158377984126878,0.8795716313636739
0,1525304177408106496,louisa_bills,0.2,4.1,2.8,4.9,4.9,2.8,0.4,0.9307543294922915,1.0
0,1460868893375754240,El_Axelo,0.1,5.0,2.3,5.0,5.0,3.1,1.6,1.0,1.0
0,3304596008,josueelyan2704,0.4,2.6,0.8,2.2,1.8,0.0,0.8,0.7907586934369296,0.5742686032713971
0,1040358917887479809,kevinjo46342966,0.2,4.1,0.4,3.5,4.1,2.9,1.8,0.816204310368583,0.8288069415530707
0,1383170515,LFODZOO,0.4,0.2,0.0,0.4,0.0,0.0,0.0,0.22631829961109876,0.28846389695411967
0,1270853797745754118,iago_silas,0.0,5.0,3.0,4.8,5.0,2.7,2.5,0.9373635156266058,0.9338419498718862
0,1175291010521411584,adeavilan,0.5,3.8,1.7,2.8,3.8,1.8,2.2,0.8036706514015852,0.8064216072785402
0,716846179699466240,nickintheends,0.2,2.1,1.4,1.0,2.0,0.2,1.5,0.7946723107742963,0.8039704121290502
0,1525304807552073728,hydrentwiter,0.1,2.8,3.8,5.0,5.0,2.8,0.6,0.9373635156266058,1.0
0,1078647429183037446,harimb27,0.4,4.8,1.3,3.4,4.8,3.6,3.4,0.923535423667034,0.9270685798190942
0,1525294422346600449,ASHOKRA02238193,0.2,4.9,2.8,5.0,5.0,3.8,2.3,0.9373635156266058,0.9338419498718862
0,1300206516604035072,RajaKum42820433,0.8,3.2,2.0,4.2,4.2,0.5,0.6,0.8287549877594508,0.8169336709169681
0,3281169456,photostalk96,0.2,2.9,0.2,4.4,4.4,4.4,2.2,0.8595061719862279,0.9197876419218655
0,2944490707,schram5017,1.0,4.0,3.3,3.8,4.0,3.0,2.3,0.8100783815308749,0.8733944954488508
0,237525071,renatojoy,0.2,1.4,0.6,2.2,1.8,0.0,0.4,0.7892294694438972,0.40673978557586005
0,992656002,vishnusinghifs,0.2,4.9,3.4,4.3,4.9,2.9,3.0,0.9272130697803054,0.8963872382550993
0,783457764,ChullosantiagoJ,0.0,3.2,0.7,2.3,3.2,0.0,1.4,0.796599114745521,0.7865642668428161
0,1029789830,Lifted_zek,0.8,3.2,2.4,3.3,3.3,2.5,2.8,0.7967206940193189,0.8052176344738626
0,1525301523059814401,VJMarques12,0.1,4.8,3.2,5.0,5.0,2.9,1.8,1.0,0.9197876419218655
0,164796542,kanevarna,0.2,2.4,0.4,2.6,2.4,1.5,1.0,0.7971250161607958,0.7674214324358889
0,55697033,karlospancho,1.2,2.6,1.0,4.1,4.1,1.1,0.4,0.8199148539199458,0.8068955728616037
0,1158544776880410625,CampeaoRaul,0.2,4.8,3.6,4.8,4.8,2.6,2.7,0.9077975241648624,0.9338419498718862
0,1525304918617206784,NormanG62204960,0.8,3.3,2.2,3.6,3.6,2.0,2.3,0.7983123643488195,0.82211302959919
0,1525305265284960259,albandery_w,0.0,4.7,2.1,5.0,5.0,3.8,2.6,1.0,0.8808312676897403
0,295403228,sevino985,0.6,0.2,0.0,0.2,0.3,0.0,0.4,0.36264564124632276,0.5742686032713971
0,1424314572232531989,nobody_like_u_,0.4,4.4,2.9,4.8,4.8,0.6,2.0,0.9077975241648624,0.859576255252869
0,1445136786624106505,NyNilton,0.0,5.0,2.2,4.1,5.0,3.2,3.2,0.9373635156266058,1.0
0,1139156897125294080,FadelReadh,0.0,4.6,1.1,3.8,4.6,2.4,3.7,0.8912318555080615,0.904303821618659
0,1229168175608193026,AlexVTerra,0.6,2.0,0.2,2.4,1.4,0.6,0.2,0.7717813288270262,0.7865642668428161
0,1445554425293008905,BrodyRosenblat2,0.2,4.4,2.8,4.6,4.6,3.2,2.4,0.8829632678129363,0.8474634546636374
0,1519368342209015808,MDVGA1,0.3,4.7,4.5,3.1,4.7,2.6,3.8,0.8995513244218455,1.0
0,1515151638784544768,emmyly40830951,0.2,4.4,0.9,3.8,4.4,3.4,3.3,0.8457543526336647,0.8372129323854712
0,579547325,Eramuvictor,0.0,3.1,0.2,0.8,1.0,0.0,0.7,0.6763619064808265,0.7437205366967014
0,1525303787354697729,walker_9577,0.1,2.9,3.8,5.0,5.0,2.8,0.7,0.9373635156266058,1.0
0,1519890390060789761,PeterPitino,0.3,4.6,2.2,4.4,4.6,3.8,3.8,0.8829632678129363,0.8963872382550993
0,1263282364844781570,MarchaDaFamili1,1.8,0.8,0.0,2.8,1.7,0.0,0.0,0.7874002196908744,0.7219510972984345
0,1450364058549501952,Wick171,0.2,4.4,3.4,3.6,4.4,2.8,3.2,0.8595061719862279,0.8885263643630983
0,1445624477912473608,defidistortion,0.8,1.6,0.0,0.5,2.6,0.2,1.2,0.7971738960175367,0.8052475029769541
0,1482418080919822336,SalmanS09124499,1.8,2.6,0.0,3.2,3.2,0.4,0.9,0.7965971518887632,0.8051418496928587
0,1525305137094348801,Serkan58053497,0.4,4.9,2.3,3.8,4.9,3.1,2.8,0.9307543294922915,0.8327856038833207
0,1525305369005903872,zwk63731328,0.7,4.0,3.8,3.4,4.0,2.3,2.8,0.8100783815308749,0.859576255252869
0,1525083887902134272,mikmickeyness,0.2,4.8,3.3,5.0,5.0,2.9,2.3,1.0,1.0
0,2446073275,ragland_chad,0.1,1.3,0.0,0.6,1.2,0.0,1.4,0.7384783166429812,0.7733457112766196
0,1124661997415669760,AhmedSa74017597,0.2,1.7,0.1,2.8,1.6,0.5,0.2,0.779581525363529,0.5222398722127631
0,1272161956393357312,RameshGhodake11,0.8,3.7,1.4,3.2,3.7,2.2,1.6,0.8008799175144752,0.8074910771589409
0,1525304902779478016,hanboy_yo,0.1,5.0,2.3,5.0,5.0,3.1,1.6,1.0,1.0
0,1525304009103355904,Jasim0004,0.4,4.1,3.8,4.4,4.4,3.3,3.0,0.8595061719862279,0.8733944954488508
0,1597277377,sacredos11,0.6,4.2,1.4,3.4,4.2,2.2,2.7,0.8287549877594508,0.9121502174127201
0,1157603790201114627,Mujtaba07755853,0.4,4.3,2.9,4.4,4.4,2.8,2.3,0.8524047631581662,0.8372129323854712
0,1459523763532296198,KunalCh87936620,0.4,4.7,1.2,3.6,4.7,3.0,3.1,0.8995513244218455,0.9270685798190942
0,3509083402,WhoWhocares29,0.2,5.0,1.2,3.9,5.0,2.0,4.1,0.9373635156266058,0.9197876419218655
0,144946746,pbuckley321,0.8,4.0,2.9,3.2,4.0,2.8,2.7,0.812935016236137,0.8662905376040458
